Y,X,ValueId,PolyId,AREA,PERIMETER,DULH_STRPT,DULH_STR_1,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE
5178902.072,563809.9087,28,0,0,0,28,28,ST,A,MGS,20080615,,MD253.00.1,19920908,JDM,,NB:MD2/FM:224C.SSC,CI,P,350,47,2,1,75,12000,10
5179019.502,564083.0967,31,0,0,0,31,31,ST,A,MGS,20080615,,MD255.00.1,19920910,JDM,,NB:MD2/FM:224C.SSC,CI,P,5,72,2,1,75,12000,355
5179092.655,563042.9336,33,0,0,0,33,33,ST,A,MGS,20080615,,MD260.00.2,19920914,JDM,,NB:MD2/FM:224C.SSC,CI,P,155,35,3,1,75,12000,205
5179139.93,558593.0729,35,0,0,0,35,35,ST,A,MGS,20080615,,MD176.00.1,19920812,JDM,,NB:MD1/FM:224C.SSW,CI,P,75,18,3,1,75,12000,285
5179305.726,563609.1493,43,0,0,0,43,43,ST,A,MGS,20080615,,MD267.00.1,19920915,JDM,,NB:MD2/FM:224C.SSC,CI,P,120,35,2,1,75,12000,240
5179664.949,564875.5887,54,0,0,0,54,54,ST,A,MGS,20080615,,MD279.00.1,19920916,JDM,,NB:MD2/FM:224C.SSE,CI,P,200,45,3,1,75,12000,160
5183606.766,564742.1742,94,0,0,0,94,94,ST,A,MGS,20080615,,GD-021.2,19920604,JCG,,NB:JCG/FM:C3,CI,P,155,20,,1,75,12000,205
5183914.529,564822.0293,96,0,0,0,96,96,ST,A,MGS,20080615,,DG-268,19930705,JCG,,NB:JCG/FM:E4,CI,P,90,17,,1,75,12000,270
5178496.128,564083.7412,19,0,0,0,19,19,ST,A,MGS,20080615,,MD244.00.1,19920904,JDM,,NB:MD2/FM:224C.SSC,DB,P,55,90,2,1,112,12000,305
5179290.137,565172.8148,40,0,0,0,40,40,ST,A,MGS,20080615,,MD305.00.1,19920921,JDM,,NB:MD2/FM:224C.SSE,DB,P,95,90,3,1,112,12000,265
5179298.471,564674.3985,42,0,0,0,42,42,ST,A,MGS,20080615,,MD278.00,19920916,JDM,,NB:MD2/FM:224C.SSE,DB,P,70,90,4,1,112,12000,290
5178483.643,564004.6719,18,0,0,0,18,18,ST,A,MGS,20080615,,MD244.02.1,19920904,JDM,,NB:MD2/FM:224C.SSC,DF,P,250,80,3,1,89,12000,110
5178838.56,566730.8373,25,0,0,0,25,25,ST,A,MGS,20080615,,MD306.00.1,19920921,JDM,,NB:MD2/FM:224C.SSE,DF,P,155,75,2,1,89,12000,205
5178868.637,563637.0256,26,0,0,0,26,26,ST,A,MGS,20080615,,MD251.00.1,19920908,JDM,,NB:MD2/FM:224C.SSC,DF,P,20,90,4,1,112,12000,340
5179477.073,566109.8669,46,0,0,0,46,46,ST,A,MGS,20080615,,MD298.00.1,19920921,JDM,,NB:MD2/FM:224C.SSE,DF,P,155,90,4,1,112,12000,205
5179997.216,565693.8908,56,0,0,0,56,56,ST,A,MGS,20080615,,MD294.00.1,19920921,JDM,,NB:MD2/FM:224C.SSE,DF,P,180,20,3,1,89,12000,180
5186761.123,563357.1924,123,0,0,0,123,123,ST,A,MGS,20080615,,DG154.2,20041104,JDM,JCG,NB:JMD; FM: DH5186/563,DF,P,145,90,,0,112,0,215
5178702.278,563937.9401,23,0,0,0,23,23,ST,A,MGS,20080615,,MD257.00.1,19920910,JDM,,NB:MD2/FM:224C.SSC,FZ,P,90,90,2,1,128,12000,270
5177755.138,559574.5454,1,0,0,0,1,1,ST,A,MGS,20080615,,MD184.00.1,19920813,JDM,,NB:MD1/FM:224C.SSW,IL,P,103,19,,1,103,12000,257
5177777.083,562193.1916,2,0,0,0,2,2,ST,A,MGS,20080615,,MD216.00.1,19920831,JDM,,NB:MD1/FM:244C.SSC,IL,P,80,10,3,1,103,12000,280
5177909.35,563651.981,4,0,0,0,4,4,ST,A,MGS,20080615,,MD245.00.1,19920907,JDM,,NB:MD2/FM:224C.SSC,IL,P,110,20,3,1,103,12000,250
5177964.081,561387.6607,7,0,0,0,7,7,ST,A,MGS,20080615,,MD221.00.1,19920901,JDM,,NB:MD1/FM:244C.SSC,IL,P,125,18,3,1,103,12000,235
5178115.625,562592.9548,9,0,0,0,9,9,ST,A,MGS,20080615,,MD235.00.1,19920903,JDM,,NB:MD2/FM:244C.SSC,IL,P,105,17,2,1,103,12000,255
5178436.826,563623.8906,15,0,0,0,15,15,ST,A,MGS,20080615,,MD239.00.1,19920904,JDM,,NB:MD2/FM:224C.SSC,IL,P,45,55,3,2,103,12000,315
5178441.401,562513.1204,17,0,0,0,17,17,ST,A,MGS,20080615,,MD399.00.1,19930512,JDM,,NB:MD3/FM:244C.SSC,IL,P,100,20,3,1,103,12000,260
5178562.835,561731.0902,20,0,0,0,20,20,ST,A,MGS,20080615,,MD224.00.1,19920901,JDM,,NB:MD1/FM:244C.SSC,IL,P,63,21,2,2,103,12000,297
5178816.915,557811.6254,24,0,0,0,24,24,ST,A,MGS,20080615,,MD178.00.1,19920812,JDM,,NB:MD1/FM:224C.SSW,IL,P,75,29,3,1,103,12000,285
5179292.74,558137.125,41,0,0,0,41,41,ST,A,MGS,20080615,,MD177.00.1,19920812,JDM,,NB:MD1/FM:224C.SSW,IL,P,152,57,2,2,103,200000,208
5179466.823,557867.0193,45,0,0,0,45,45,ST,A,MGS,20080615,MD150.00,MD150.00.1,19920810,JDM,,NB:MD1/FM:244C.SSW,IL,P,70,26,3,1,103,12000,290
5179495.337,558788.7069,47,0,0,0,47,47,ST,A,MGS,20080615,,MD159.00.2,19920811,JDM,,NB:MD1/FM:224C.SSW,IL,P,120,33,2,1,103,12000,240
5179574.848,559941.6216,48,0,0,0,48,48,ST,A,MGS,20080615,,MD166.00.1,19920811,JDM,,NB:MD1/FM:224C.SSW,IL,P,105,45,3,1,103,12000,255
5179587.769,558445.8142,49,0,0,0,49,49,ST,A,MGS,20080615,,MD156.00.1,19920811,JDM,,NB:MD1/FM:224C.SSW,IL,P,107,35,2,1,103,12000,253
5179610.628,559165.3919,50,0,0,0,50,50,ST,A,MGS,20080615,,MD160.00.1,19920811,JDM,,NB:MD1/FM:224C.SSW,IL,P,120,30,3,1,103,12000,240
5179615.597,558672.4215,52,0,0,0,52,52,ST,A,MGS,20080615,,MD158.00.1,19920811,JDM,,NB:MD1/FM:224C.SSW,IL,P,120,45,3,1,103,12000,240
5179644.42,559604.6922,53,0,0,0,53,53,ST,A,MGS,20080615,,MD164.00.1,19920811,JDM,,NB:MD1/FM:224C.SSW,IL,P,115,60,4,1,103,12000,245
5179833.169,559459.0013,55,0,0,0,55,55,ST,A,MGS,20080615,,MD171.01.1,19920812,JDM,,NB:MD1/FM:224C.SSW,IL,P,120,50,3,1,103,12000,240
5180186.001,560129.8784,57,0,0,0,57,57,ST,A,MGS,20080615,,MD173.00.1,19920812,JDM,,NB:MD1/FM:224C.SSW,IL,P,118,35,2,1,103,12000,242
5180229.254,562253.3082,58,0,0,0,58,58,ST,A,MGS,20080615,,MD370.00.1,19921020,JDM,,NB:MD3/FM:244C.SSC,IL,P,60,20,3,1,103,200000,300
5180835.065,558894.6621,63,0,0,0,63,63,ST,A,MGS,20080615,,MD365.00.1,19921020,JDM,,NB:MD3/FM:244C.W4A,IL,P,95,15,4,1,103,12000,265
5180877.429,560186.7749,65,0,0,0,65,65,ST,A,MGS,20080615,,MD367.00,19921020,JDM,,NB:MD3/FM:244C.W4A,IL,P,85,35,2,1,103,200000,275
5181533.997,561389.064,67,0,0,0,67,67,ST,A,MGS,20080615,,GD-087,19920624,JCG,,NB:JCG/FM:C4,IL,P,90,75,,1,103,12000,270
5181593.693,562572.1676,69,0,0,0,69,69,ST,A,MGS,20080615,,GD-089,19920624,JCG,,NB:JCG/FM:C4,IL,P,110,16,,1,103,200000,250
5182029.995,566703.417,71,0,0,0,71,71,ST,A,MGS,20080615,,MD363.00.1,19921015,JDM,,NB:MD1/FM:244C.E4,IL,P,130,10,4,1,103,200000,230
5182034.386,561925.249,72,0,0,0,72,72,ST,A,MGS,20080615,,GD-088.1,19920624,JCG,,NB:JCG/FM:C4,IL,P,65,20,,1,103,12000,295
5182115.84,559252.9254,73,0,0,0,73,73,ST,A,MGS,20080615,,GD-067.5,19920612,JCG,,NB:JCG/FM:W4A,IL,P,125,20,,1,103,12000,235
5182121.22,562433.2408,74,0,0,0,74,74,ST,A,MGS,20080615,,GD-167,19930804,JCG,,NB:JCG/FM:C4,IL,P,170,26,,1,103,12000,190
5182211.174,563441.779,76,0,0,0,76,76,ST,A,MGS,20080615,,GD-171,19930806,JCG,,NB:JCG/FM:C4,IL,P,260,60,,1,103,12000,100
5182302.549,559656.6706,77,0,0,0,77,77,ST,A,MGS,20080615,,GD-082.3,19920622,JCG,,NB:JCG/FM:W4A,IL,P,120,40,,1,103,12000,240
5182403.366,566232.3616,79,0,0,0,79,79,ST,A,MGS,20080615,,GD-032,19920605,JCG,,NB:JCG/FM:C3,IL,P,180,8,,1,103,12000,180
5182469.726,558373.697,82,0,0,0,82,82,ST,A,MGS,20080615,,GD-076,19920618,JCG,,NB:JCG/FM:W,IL,P,115,21,,1,103,200000,245
5182484.825,563273.4182,83,0,0,0,83,83,ST,A,MGS,20080615,,GD-052,19920610,JCG,,NB:JCG/FM:C4,IL,P,110,18,,1,103,12000,250
5182502.278,558920.7498,84,0,0,0,84,84,ST,A,MGS,20080615,,GD-067,19920612,JCG,,NB:JCG/FM:W4A,IL,P,105,28,,1,103,12000,255
5182541.312,560505.5333,85,0,0,0,85,85,ST,A,MGS,20080615,,GD-084,19920623,JCG,,NB:JCG/FM:W4A,IL,P,45,50,,1,103,12000,315
5182577.106,561449.8287,86,0,0,0,86,86,ST,A,MGS,20080615,,GD-054,19920610,JCG,,NB:JCG/FM:C4,IL,P,85,29,,1,103,12000,275
5182739.977,559823.8614,87,0,0,0,87,87,ST,A,MGS,20080615,,GD-080.4,19920622,JCG,,NB:JCG/FM:W4A,IL,P,45,70,,1,103,12000,315
5182872.384,559697.9282,89,0,0,0,89,89,ST,A,MGS,20080615,,GD-080.1,19920622,JCG,,NB:JCG/FM:W4A,IL,P,130,10,,1,103,12000,230
5182967.909,559962.7997,90,0,0,0,90,90,ST,A,MGS,20080615,,GD-081,19920622,JCG,,NB:JCG/FM:W4A,IL,P,240,10,,1,103,12000,120
5183094.925,558979.3824,91,0,0,0,91,91,ST,A,MGS,20080615,,GD-066,19920612,JCG,,NB:JCG/FM:W4A,IL,P,105,35,,1,103,12000,255
5183365.647,560550.517,92,0,0,0,92,92,ST,A,MGS,20080615,,GD-083,19920623,JCG,,NB:JCG/FM:W4A,IL,P,55,90,,1,105,12000,305
5183986.072,560566.3038,98,0,0,0,98,98,ST,A,MGS,20080615,,GD-060.2,19920611,JCG,,NB:JCG/FM:W3A,IL,P,60,40,,1,103,12000,300
5184057.728,558810.0872,99,0,0,0,99,99,ST,A,MGS,20080615,,GD-065,19920612,JCG,,NB:JCG/FM:W3A,IL,P,95,30,,1,103,12000,265
5184063.156,559285.516,100,0,0,0,100,100,ST,A,MGS,20080615,,GD-063,19920611,JCG,,NB:JCG/FM:W3A,IL,P,75,55,,1,103,200000,285
5184107.64,560164.688,101,0,0,0,101,101,ST,A,MGS,20080615,,GD-061,19920611,JCG,,NB:JCG/FM:W3A,IL,P,62,38,,1,103,12000,298
5184118.47,560952.7361,102,0,0,0,102,102,ST,A,MGS,20080615,,GD-060,19920611,JCG,,NB:JCG/FM:W3A,IL,P,65,35,,1,103,200000,295
5184146.593,566210.6397,103,0,0,0,103,103,ST,A,MGS,20080615,,GD-012,19920602,JCG,,NB:JCG/FM:C3,IL,P,115,5,,1,103,12000,245
5184224.877,559092.272,104,0,0,0,104,104,ST,A,MGS,20080615,,GD-063.2,19920611,JCG,,NB:JCG/FM:W3A,IL,P,52,40,,1,103,12000,308
5184225.114,566521.3552,105,0,0,0,105,105,ST,A,MGS,20080615,,GD-011,19920602,JCG,,NB:JCG/FM:C3,IL,P,25,10,,1,103,12000,335
5184368.245,563976.7169,108,0,0,0,108,108,ST,A,MGS,20080615,,ND37R,20071001,JDM,,NB:JMD07/FM: DH564E 5184N,IL,P,60,18,,1,103,0,300
5184520.478,563620.316,110,0,0,0,110,110,ST,A,MGS,20080615,,GD049.3,19930417,JCG,JDM,NB:JCG/FM:C3,IL,P,160,18,,2,103,12000,200
5184821.82,563514.3873,111,0,0,0,111,111,ST,A,MGS,20080615,,DG-261-A,19930603,JCG,,NB:JCG/FM:C3,IL,P,120,15,,1,103,12000,240
5184930.964,563753.8466,112,0,0,0,112,112,ST,A,MGS,20080615,,DG-270,19930705,JCG,,NB:JCG/FM:C3,IL,P,105,14,,1,103,200000,255
5185112.722,563562.2034,113,0,0,0,113,113,ST,A,MGS,20080615,,GD-151,19930603,JCG,JDM,NB:JCG/FM:C3,IL,P,115,13,,2,103,12000,245
5185800.857,565971.8578,114,0,0,0,114,114,ST,A,MGS,20080615,,GD-043,19920609,JCG,,NB:JCG/FM:W3A,IL,P,60,90,,1,105,12000,300
5186300.219,562845.7972,118,0,0,0,118,118,ST,A,MGS,20080615,,GD-056,19920611,JCG,,NB:JCG/FM:C3,IL,P,120,10,,1,103,200000,240
5186399.283,559772.6162,119,0,0,0,119,119,ST,A,MGS,20080615,,GD-078,19920622,JCG,,NB:JCG/FM:W2,IL,P,110,20,,1,103,12000,250
5186422.817,565971.8677,120,0,0,0,120,120,ST,A,MGS,20080615,,GD-044.1,19920609,JCG,,NB:JCG/FM:E3,IL,P,255,80,,1,103,12000,105
5186483.603,565693.9987,121,0,0,0,121,121,ST,A,MGS,20080615,,GD-044,19920609,JCG,,NB:JCG/FM:E3,IL,P,265,60,,1,103,12000,95
5186535.881,563094.646,122,0,0,0,122,122,ST,A,MGS,20080615,,GD-045,19920609,JCG,,NB:JCG/FM:C3,IL,P,160,11,,1,103,12000,200
5186856.58,563023.2218,125,0,0,0,125,125,ST,A,MGS,20080615,,GD-090,19920624,JCG,,NB:JCG/FM:C3,IL,P,120,10,,1,103,12000,240
5187429.134,559728.3703,126,0,0,0,126,126,ST,A,MGS,20080615,,GD-077,19920622,JCG,,NB:JCG/FM:W2,IL,P,100,30,,1,103,200000,260
5187693.173,565483.6755,127,0,0,0,127,127,ST,A,MGS,20080615,,MD105.1,19920717,JDM,,NB:MD1/FM:DH-NNE(S1/2),IL,P,115,14,,1,103,0,245
5188104.243,561853.7175,128,0,0,0,128,128,ST,A,MGS,20080615,,GD-153.2,19930705,JCG,GBM,NB:JCG/FM:C2,IL,P,20,30,,1,103,200000,340
5190451.33,556183.3663,130,0,0,0,130,130,ST,A,MGS,20080615,,MD065.1,19920624,JDM,,NB:MD1/FM:ADOLPH-NE,IL,P,50,21,,1,103,0,310
5190839.93,560405.8198,133,0,0,0,133,133,ST,A,MGS,20080615,,MD083.1,19920713,JDM,,NB:MD1/FM:DH-NNC,IL,P,165,26,,1,103,0,195
5191330.013,564544.2299,134,0,0,0,134,134,ST,A,MGS,20080615,,MD086.1,19920713,JDM,,NB:MD1/FM:DH-NNE(N1/2),IL,P,60,4,,1,103,0,300
5191390.429,563927.4744,136,0,0,0,136,136,ST,A,MGS,20080615,,MD096.2,19920714,JDM,,NB:MD1/FM:DH-NNE(N1/2),IL,P,90,23,,1,103,0,270
5191427.483,561936.8892,137,0,0,0,137,137,ST,A,MGS,20080615,,MD093.1,19920714,JDM,,NB:MD1/FM:DH-NNC,IL,P,160,16,,1,103,0,200
5177809.751,562601.4027,3,0,0,0,3,3,ST,A,MGS,20080615,,MD230.00.1,19920903,JDM,,NB:MD2/FM:244C.SSC,IM,P,90,25,3,1,73,12000,270
5178018.023,562063.7313,8,0,0,0,8,8,ST,A,MGS,20080615,,MD219.00.1,19920831,JDM,,NB:MD1/FM:244C.SSC,IM,P,60,19,3,1,73,12000,300
5178332.188,558176.8018,12,0,0,0,12,12,ST,A,MGS,20080615,,MD181.00.1,19920813,JDM,,NB:MD1/FM:224C.SSW,IM,P,117,18,1,1,73,12000,243
5178370.443,562067.3274,13,0,0,0,13,13,ST,A,MGS,20080615,,MD225.00.1,19920901,JDM,,NB:MD1/FM:244C.SSC,IM,P,55,25,3,1,73,12000,305
5178437.866,563439.7422,16,0,0,0,16,16,ST,A,MGS,20080615,,MD242.00.1,19920904,JDM,,NB:MD2/FM:224C.SSC,IM,P,40,30,2,1,73,12000,320
5178918.575,558221.014,29,0,0,0,29,29,ST,A,MGS,20080615,MD151.00,MD151.00.1,19920810,JDM,,NB:MD1/FM:224C.SSW,IM,P,80,17,3,1,73,12000,280
5178945.822,561696.927,30,0,0,0,30,30,ST,A,MGS,20080615,,MD223.00.1,19920901,JDM,,NB:MD1/FM:244C.SSC,IM,P,103,13,2,1,73,200000,257
5179070.397,562710.8511,32,0,0,0,32,32,ST,A,MGS,20080615,,MD261.01.1,19920914,JDM,,NB:MD2/FM:224C.SSC,IM,P,123,16,3,3,73,12000,237
5179120.234,562043.9526,34,0,0,0,34,34,ST,A,MGS,20080615,,MD227.00.2,19920901,JDM,,NB:MD1/FM:244C.SSC,IM,P,50,20,3,1,73,12000,310
5179430.734,558567.069,44,0,0,0,44,44,ST,A,MGS,20080615,,MD155.00.2,19920811,JDM,,NB:MD1/FM:224C.SSW,IM,P,80,82,2,1,73,12000,280
5180363.659,559302.4633,59,0,0,0,59,59,ST,A,MGS,20080615,,MD169.00.1,19920812,JDM,,NB:MD1/FM:224C.SSW,IM,P,150,37,3,1,73,12000,210
5180482.593,559075.9815,60,0,0,0,60,60,ST,A,MGS,20080615,,MD366.00.1,19921020,JDM,,NB:MD3/FM:244C.W4A,IM,P,118,21,2,1,73,12000,242
5180593.743,559853.4371,61,0,0,0,61,61,ST,A,MGS,20080615,,MD172.00.1,19920812,JDM,,NB:MD1/FM:224C.SSW,IM,P,105,40,3,1,73,12000,255
5182458.865,557611.7111,81,0,0,0,81,81,ST,A,MGS,20080615,,GD-075,19920618,JCG,,NB:JCG/FM:W,IM,P,130,25,,1,73,12000,230
5183922.318,564942.0172,97,0,0,0,97,97,ST,A,MGS,20080615,,MD663.1,20030718,JDM,,"NB:MD4/FM:84N,65E",IM,P,125,20,,1,73,0,235
5184348.114,563637.9922,107,0,0,0,107,107,ST,A,MGS,20080615,,GD049R,20071001,JDM,,NB:JMD07/FM: DH564E 5184N,IM,P,105,22,,2,73,0,255
5184484.299,559713.1394,109,0,0,0,109,109,ST,A,MGS,20080615,,GD-079,19920622,JCG,,NB:JCG/FM:W3A,IM,P,45,53,,1,73,12000,315
5185818.255,562915.2886,115,0,0,0,115,115,ST,A,MGS,20080615,,GD-055,19920611,JCG,,NB:JCG/FM:C3,IM,P,95,22,,1,73,12000,265
5186769.612,563436.9907,124,0,0,0,124,124,ST,A,MGS,20080615,,DG-154.1,19920624,JCG,JDM,NB:JCG/FM:C3,IM,P,115,15,,1,73,12000,245
5188116.74,555998.7099,129,0,0,0,129,129,ST,A,MGS,20080615,,MD373.00.1,19921020,JDM,,NB:MD3/FM:245D.NE,IM,P,102,25,2,1,73,200000,258
5190485.258,555393.1213,131,0,0,0,131,131,ST,A,MGS,20080615,,MD06,19920623,JDM,,NB:MD1/FM:ADOLPH-NE,IM,P,50,34,,1,73,0,310
5190527.668,557076.8097,132,0,0,0,132,132,ST,A,MGS,20080615,,MD067.1,19920624,JDM,,NB:MD1/FM:ADOLPH-NE,IM,P,130,33,,1,73,0,230
5191376.799,561492.4229,135,0,0,0,135,135,ST,A,MGS,20080615,,MD091.2,19920714,JDM,,NB:MD1/FM:DH-NNC,IM,P,150,26,,1,73,0,210
5191455.555,564294.8999,138,0,0,0,138,138,ST,A,MGS,20080615,,MD095.1,19920714,JDM,,NB:MD1/FM:DH-NNE(N1/2),IM,P,160,22,,1,73,0,200
5191474.269,564819.0972,139,0,0,0,139,139,ST,A,MGS,20080615,,MD088.1,19920713,JDM,,NB:MD1/FM:DH-NNE(N1/2),IM,P,70,20,,1,73,0,290
5178318.541,555930.6171,11,0,0,0,11,11,ST,A,MGS,20080615,MD145.00,MD145.00.1,19920724,JDM,,NB:MD1/FM:245D.SSW,IS,L,335,0,3,1,39,12000,25
5179223.267,558470.4866,38,0,0,0,38,38,ST,A,MGS,20080615,MD153.00,MD153.00.1,19920810,JDM,,NB:MD1/FM:224C.SSW,IS,L,63,0,,0,39,12000,297
5180858.346,557804.8953,64,0,0,0,64,64,ST,A,MGS,20080615,,MD364.1,19921020,JDM,,NB:MD3/FM:244C.W4B,IS,L,350,0,,1,39,0,10
5180879.124,564000.4142,66,0,0,0,66,66,ST,A,MGS,20080615,,MD372.00.1,19921020,JDM,,NB:MD3/FM:244C.C4,IS,L,315,0,3,1,39,12000,45
5178375.257,558627.2698,14,0,0,0,14,14,ST,A,MGS,20080615,MD154.00,MD154.00.1,19920810,JDM,,NB:MD1/FM:224C.SSW,IT,P,110,25,4,1,73,12000,250
5179140.665,565623.3357,36,0,0,0,36,36,ST,A,MGS,20080615,,MD300.00.1,19920921,JDM,,NB:MD2/FM:224C.SSE,IT,P,10,20,3,1,73,12000,350
5179615.042,565845.6566,51,0,0,0,51,51,ST,A,MGS,20080615,,MD296.00.2,19920921,JDM,,NB:MD2/FM:224C.SSE,IT,P,225,60,4,1,73,12000,135
5181748.605,564776.5175,70,0,0,0,70,70,ST,A,MGS,20080615,,MD344.00.1,19921014,JDM,,NB:MD2/FM:224C.E4,IT,P,130,15,2,1,73,12000,230
5181579.777,555828.2588,68,0,0,0,68,68,ST,A,MGS,20080615,,,19920618,JCG,,NB:O/FM:3,IU,P,90,16,,1,103,200000,270
5182317.079,555906.3279,78,0,0,0,78,78,ST,A,MGS,20080615,,iu,19920618,JCG,,NB:O/FM:3,IU,P,80,25,,1,103,12000,280
5182455.525,562572.1808,80,0,0,0,80,80,ST,A,MGS,20080615,,GD-053,19920610,JCG,,NB:JCG/FM:C4,IU,P,220,15,,1,103,12000,140
5185905.102,562646.0448,116,0,0,0,116,116,ST,A,MGS,20080615,,GD-057,19920611,JCG,,NB:JCG/FM:C3,IU,P,110,22,,1,103,12000,250
5186017.883,562022.2728,117,0,0,0,117,117,ST,A,MGS,20080615,,GD-058,19920611,JCG,,NB:JCG/FM:C3,IU,P,130,5,,1,103,12000,230
5177945.834,562770.0701,6,0,0,0,6,6,ST,A,MGS,20080615,,MD237.00.1,19920903,JDM,,NB:MD2/FM:244C.SSC,JB,P,75,10,2,1,132,12000,285
5180677.559,565472.3866,62,0,0,0,62,62,ST,A,MGS,20080615,,MD307.01.1,19920922,JDM,,NB:M88-94/FM:224C,JB,P,152,20,3,1,132,200000,208
5178683.521,564213.5745,22,0,0,0,22,22,ST,A,MGS,20080615,,MD258.00.1,19920910,JDM,,NB:MD2/FM:224C.SSE,JJ,P,320,80,3,1,132,12000,40
5178875.161,564216.8365,27,0,0,0,27,27,ST,A,MGS,20080615,,MD259.00.2,19920910,JDM,,NB:MD2/FM:224C.SSE,JJ,P,60,90,3,1,134,12000,300
5182126.267,556023.4461,75,0,0,0,75,75,ST,A,MGS,20080615,,,19920618,JCG,,NB:O/FM:3,JJ,P,152,90,,1,134,12000,208
5182809.34,565628.8168,88,0,0,0,88,88,ST,A,MGS,20080615,,GD-033.2,19920605,JCG,,NB:JCG/FM:C3,JJ,P,45,90,,1,134,12000,315
5183373.794,564304.6003,93,0,0,0,93,93,ST,A,MGS,20080615,,GD-023,19920604,JCG,,NB:JCG/FM:C3,JJ,P,150,90,,1,134,12000,210
5183803.643,563707.618,95,0,0,0,95,95,ST,A,MGS,20080615,,GD-050,19920610,JCG,,NB:JCG/FM:C4,JJ,P,238,85,,1,132,12000,122
5184271.092,564272.5539,106,0,0,0,106,106,ST,A,MGS,20080615,,GD020R.1,20071001,JDM,,NB:JMD07/FM: DH564E 5184N,JJ,P,15,80,,1,132,0,345
5179289.45,564519.7521,39,0,0,0,39,39,ST,A,MGS,20080615,,MD278.00.1,19920916,JDM,,NB:MD2/FM:224C.SSE,JS,P,20,90,3,1,133,12000,340
5177923.882,554364.1529,5,0,0,0,5,5,ST,A,MGS,20080615,MD139.00,MD139.00.1,19920724,JDM,,NB:MD1/FM:245D.SSW,SB,P,188,70,3,1,80,12000,172
5178162.068,554431.9577,10,0,0,0,10,10,ST,A,MGS,20080615,MD140.00,MD140.00.1,19920724,JDM,,NB:MD1/FM:245D.SSW,SB,P,180,55,2,1,80,12000,180
5178619.316,554830.0934,21,0,0,0,21,21,ST,A,MGS,20080615,MD141.00,MD141.00.1,19920724,JDM,,NB:MD1/FM:245D.SSW,SB,P,325,72,2,1,80,12000,35
5179208.696,554946.5786,37,0,0,0,37,37,ST,A,MGS,20080615,MD142.00,MD142.00.1,19920724,JDM,,NB:MD1/FM:245D.SSW,VA,P,80,40,4,1,124,12000,280