Y,X,ValueId,PolyId,AREA,PERIMETER,WDUL_STRPT,WDUL_STR_1,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE
5167997.24954257,554108.431214212,"1","0",0.00000,0.00000,"1","1",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"155","10",,"1","80","12000","205"
5168023.19551963,554645.883596149,"2","0",0.00000,0.00000,"2","2",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"155","10",,"1","80","12000","205"
5168215.9370635,553700.708717571,"3","0",0.00000,0.00000,"3","3",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"160","9",,"1","80","12000","200"
5168393.85233476,554038.006419338,"4","0",0.00000,0.00000,"4","4",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"160","9",,"1","80","12000","200"
5168556.94133341,554467.968324887,"5","0",0.00000,0.00000,"5","5",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"155","7",,"1","80","12000","205"
5168668.13837795,555450.208884979,"6","0",0.00000,0.00000,"6","6",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"150","10",,"1","80","12000","210"
5168935.01128485,555131.444023968,"7","0",0.00000,0.00000,"7","7",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"160","7",,"1","80","12000","200"
5169209.29732804,555057.312660943,"8","0",0.00000,0.00000,"8","8",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"155","10",,"1","80","12000","205"
5169642.56690401,557163.754394288,"9","0",0.00000,0.00000,"9","9",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"85","17",,"1","124","24000","275"
5169831.01487063,558799.132850411,"10","0",0.00000,0.00000,"10","10",ST,A,MGS,"20080615",,MD739.5,"20031007",JDM,,NB:MD4/FM:WD5585E/51705N,IM,P,"80","45",,"1","73","24000","280"
5169873.58643703,558554.535103036,"11","0",0.00000,0.00000,"11","11",ST,A,MGS,"20080615",,MD587.00.2,"19971015",JDM,,NB:MD4/FM:223B.SW2,IM,P,"59","24",,"1","73","24000","301"
5169972.36846185,558275.324685965,"12","0",0.00000,0.00000,"12","12",ST,A,MGS,"20080615",,MD591.00.2,"19971015",JDM,,NB:MD4/FM:223B.SW2,IM,P,"70","34",,"0","73","24000","290"
5170076.98906707,558949.574927278,"13","0",0.00000,0.00000,"13","13",ST,A,MGS,"20080615",,MD736.3,"20031007",JDM,,NB:MD4/FM:WD5585E/51705N,IM,P,"75","49",,"1","73","24000","285"
5170094.42993476,558419.712396229,"14","0",0.00000,0.00000,"14","14",ST,A,MGS,"20080615",,MD555.00.1,"19941021",JDM,,NB:DM3/FM:223B.SW2,IT,P,"63","37",,"1","73","24000","297"
5170108.14639524,556762.292099686,"15","0",0.00000,0.00000,"15","15",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"90","10",,"1","124","24000","270"
5170123.65241878,558612.410905214,"16","0",0.00000,0.00000,"16","16",ST,A,MGS,"20080615",,MD717.1,"20030917",JDM,,NB:MD4/FM:WD558E/5171N,IM,P,"65","25",,"1","73","24000","295"
5170223.47222809,558763.334636044,"17","0",0.00000,0.00000,"17","17",ST,A,MGS,"20080615",,MD719.1,"20030917",JDM,,NB:MD4/FM:WD558E/5171N,IM,P,"48","15",,"1","73","12000","312"
5170337.93208129,558040.578599095,"18","0",0.00000,0.00000,"18","18",ST,A,MGS,"20080615",,MD605.00.1,"19971016",JDM,,NB:MD4/FM:223B.SW2,IL,P,"95","27",,"0","103","24000","265"
5170358.33712782,558282.282968163,"19","0",0.00000,0.00000,"19","19",ST,A,MGS,"20080615",,MD620.00.1,"19971017",JDM,,NB:MD4/FM:223B.SW2,IM,P,"80","32",,"0","73","24000","280"
5170413.03782155,558892.256353442,"20","0",0.00000,0.00000,"20","20",ST,A,MGS,"20080615",,,"19810000",MEF,,Mike Foster MS Thesis map,IL,P,"100","20",,"0","103","24000","260"
5170428.38991682,558718.703311087,"21","0",0.00000,0.00000,"21","21",ST,A,MGS,"20080615",,MD548.00.2,"19941021",JDM,,NB:DM3/FM:223B.SW2,IM,P,"71","16",,"1","73","24000","289"
5170431.29434447,558197.718921591,"22","0",0.00000,0.00000,"22","22",ST,A,MGS,"20080615",,MD622.00.1,"19971017",JDM,,NB:MD4/FM:223B.SW2,IL,P,"75","36",,"0","103","24000","285"
5170507.79981923,558472.250637209,"23","0",0.00000,0.00000,"23","23",ST,A,MGS,"20080615",,MD634.00.1,"19971020",JDM,,NB:MD4/FM:223B.SW2,IM,P,"85","37",,"0","73","24000","275"
5170524.29343393,556855.871421792,"24","0",0.00000,0.00000,"24","24",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"85","13",,"1","124","24000","275"
5170553.44506508,559130.640330357,"25","0",0.00000,0.00000,"25","25",ST,A,MGS,"20080615",,MD759.1,"20031209",JDM,,NB:DM3/FM:223B.SW1,IM,P,"60","40","3","1","73","12000","300"
5170553.46158896,557866.053272823,"26","0",0.00000,0.00000,"26","26",ST,A,MGS,"20080615",,MD599.01.1,"19971016",JDM,,NB:MD4/FM:223B.SW2,IL,P,"95","32",,"1","103","24000","265"
5170590.28533154,557648.323095522,"27","0",0.00000,0.00000,"27","27",ST,A,MGS,"20080615",,MD595.00.1,"19971016",JDM,,NB:MD4/FM:223B.SW2,VA,P,"55","35",,"0","124","24000","305"
5170623.50573521,558330.875385382,"28","0",0.00000,0.00000,"28","28",ST,A,MGS,"20080615",,MD578.00.4,"19971014",JDM,,NB:MD4/FM:223B.SW2,IM,P,"70","32",,"0","73","24000","290"
5170714.64241416,558457.138849451,"29","0",0.00000,0.00000,"29","29",ST,A,MGS,"20080615",,MD637.00.5,"19971020",JDM,,NB:MD4/FM:223B.SW2,IM,P,"75","29",,"0","73","12000","285"
5170717.87056562,554286.346485474,"30","0",0.00000,0.00000,"30","30",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"170","80",,"1","80","200000","190"
5170769.04152278,559368.348057455,"31","0",0.00000,0.00000,"31","31",ST,A,MGS,"20080615",,MD403.00.2,"19930513",JDM,,NB:DM3/FM:223B.SW1,IM,P,"106","32",,"1","73","24000","254"
5170773.64574196,559029.680002192,"32","0",0.00000,0.00000,"32","32",ST,A,MGS,"20080615",,,"19810000",MEF,,Mike Foster MS Thesis map,IL,P,"75","25",,"0","103","24000","285"
5170781.91182609,558723.834889184,"33","0",0.00000,0.00000,"33","33",ST,A,MGS,"20080615",,,"19810000",MEF,,Mike Foster MS Thesis map,IL,P,"90","25",,"0","103","12000","270"
5170795.19900651,557998.870642021,"34","0",0.00000,0.00000,"34","34",ST,A,MGS,"20080615",,MD614.00.1,"19971016",JDM,,NB:MD4/FM:223B.SW2,IL,P,"70","35",,"0","103","24000","290"
5170799.41506494,554768.200345142,"35","0",0.00000,0.00000,"35","35",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"170","75",,"1","80","12000","190"
5170835.53808356,558287.978147261,"36","0",0.00000,0.00000,"36","36",ST,A,MGS,"20080615",,MD734.1,"20031006",JDM,,NB:MD4/FM:WD5585E/51705N,IT,P,"75","22",,"1","73","24000","285"
5170858.05391826,556567.416178983,"37","0",0.00000,0.00000,"37","37",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"90","15",,"1","124","24000","270"
5170884.66613242,553911.983102194,"38","0",0.00000,0.00000,"38","38",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,SB,P,"180","55",,"1","80","12000","180"
5170920.55017587,558638.052691928,"39","0",0.00000,0.00000,"39","39",ST,A,MGS,"20080615",,MD420.00.1,"19930518",JDM,,NB:DM3/FM:223B.SW1,IM,P,"74","33",,"1","73","24000","286"
5171091.10135969,558105.924122865,"40","0",0.00000,0.00000,"40","40",ST,A,MGS,"20080615",,MD561.01.1,"19941028",JDM,,NB:DM3/FM:223B.SW2,IM,P,"68","30",,"1","73","24000","292"
5171139.96032767,558359.239024327,"41","0",0.00000,0.00000,"41","41",ST,A,MGS,"20080615",,MD585.00.1,"19971014",JDM,,NB:MD4/FM:223B.SW2,IL,P,"120","27",,"0","103","24000","240"
5171217.51994538,558934.048092269,"42","0",0.00000,0.00000,"42","42",ST,A,MGS,"20080615",,MD408.00.2,"19930513",JDM,,NB:DM3/FM:223B.SW1,IL,P,"75","21",,"1","103","12000","285"
5171257.67320016,559144.107215903,"43","0",0.00000,0.00000,"43","43",ST,A,MGS,"20080615",,MD406.00.1,"19930513",JDM,,NB:DM3/FM:223B.SW1,IM,P,"70","22",,"1","73","24000","290"
5171308.53478267,558020.753082647,"44","0",0.00000,0.00000,"44","44",ST,A,MGS,"20080615",,MD563.00.1,"19941028",JDM,,NB:DM3/FM:223B.SW2,IM,P,"80","37",,"1","73","24000","280"
5171413.2092392,556892.721699721,"45","0",0.00000,0.00000,"45","45",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"85","18",,"1","124","24000","275"
5171443.51370812,559349.945736973,"46","0",0.00000,0.00000,"46","46",ST,A,MGS,"20080615",,MD411.00.2,"19930513",JDM,,NB:DM3/FM:223B.SW1,IL,P,"94","25",,"1","103","24000","266"
5171676.48375715,557656.441231451,"47","0",0.00000,0.00000,"47","47",ST,A,MGS,"20080615",,MD741.1,"20031007",JDM,,NB:MD4/FM:WD 558E/5171N,IM,P,"82","30",,"1","73","24000","278"
5171761.24391584,557969.92845088,"48","0",0.00000,0.00000,"48","48",ST,A,MGS,"20080615",,MD625.00,"19971017",JDM,,NB:MD4/FM:223B.SW2,IL,P,"75","25",,"0","103","24000","285"
5171772.24705174,558641.309261112,"49","0",0.00000,0.00000,"49","49",ST,A,MGS,"20080615",,MD418.04.1,"19930518",JDM,,NB:DM3/FM:223B.SW1,IL,P,"103","35",,"1","103","24000","257"
5171886.66958401,557777.244153743,"50","0",0.00000,0.00000,"50","50",ST,A,MGS,"20080615",,MD644.00.1,"19971020",JDM,,NB:MD4/FM:223B.SW2,IL,P,"80","25",,"0","103","12000","280"
5171888.3687273,557503.682083318,"51","0",0.00000,0.00000,"51","51",ST,A,MGS,"20080615",,DBP87,"19850000",BAR,,M.S. THESIS,IM,P,"70","34",,"2","73","24000","290"
5171970.69060075,556543.646489609,"52","0",0.00000,0.00000,"52","52",ST,A,MGS,"20080615",,,"19770000",K&M,,MGS Misc. Map M-25,VC,P,"85","14",,"1","124","24000","275"
5172009.85747286,558126.418100775,"53","0",0.00000,0.00000,"53","53",ST,A,MGS,"20080615",,MD640.02.1,"19971020",JDM,,NB:MD4/FM:223B.SW2,IM,P,"85","22",,"0","73","24000","275"
5172068.48947086,559244.426386921,"54","0",0.00000,0.00000,"54","54",ST,A,MGS,"20080615",,MD409.00.2,"19930513",JDM,,NB:DM3/FM:223B.SW1,IL,P,"75","31",,"1","103","24000","285"
5172095.62332697,558700.37410684,"55","0",0.00000,0.00000,"55","55",ST,A,MGS,"20080615",,MD417.00.1,"19930518",JDM,,NB:DM3/FM:223B.SW1,IL,P,"76","25",,"1","103","24000","284"
5172102.48057583,557847.457231072,"56","0",0.00000,0.00000,"56","56",ST,A,MGS,"20080615",,MD545.00.1,"19941020",JDM,,NB:DM3/FM:223B.SW2,IL,P,"90","30",,"1","103","24000","270"
5172163.53930551,558409.192722849,"57","0",0.00000,0.00000,"57","57",ST,A,MGS,"20080615",,MD540.00.2,"19941020",JDM,,NB:DM3/FM:223B.SW2,IL,P,"75","36",,"1","103","24000","285"
5172218.36917616,559011.932206767,"58","0",0.00000,0.00000,"58","58",ST,A,MGS,"20080615",,MD416.00.1,"19930518",JDM,,NB:DM3/FM:223B.WC1,IM,P,"101","29",,"1","73","24000","259"
5172294.75770481,556172.760161862,"59","0",0.00000,0.00000,"59","59",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"80","15",,"1","124","24000","280"
5172406.15077652,559535.912535754,"60","0",0.00000,0.00000,"60","60",ST,A,MGS,"20080615",,MD522.00.1,"19941013",JDM,,NB:DM3/FM:223B.SW2,IL,P,"118","10",,"1","103","24000","242"
5172493.92179473,559205.255005799,"61","0",0.00000,0.00000,"61","61",ST,A,MGS,"20080615",,MD524.01.2,"19941013",JDM,,NB:DM3/FM:223B.SW2,IT,P,"125","15",,"1","73","24000","235"
5172507.23849694,557548.212107804,"62","0",0.00000,0.00000,"62","62",ST,A,MGS,"20080615",,MD546.00.1,"19941020",JDM,,NB:DM3/FM:223B.SW2,IL,P,"115","15",,"1","103","24000","245"
5172513.20173072,557892.268355753,"63","0",0.00000,0.00000,"63","63",ST,A,MGS,"20080615",,MD547.00.1,"19941020",JDM,,NB:DM3/FM:223B.SW2,IL,P,"70","25",,"1","103","12000","290"
5172542.39276387,559619.611958488,"64","0",0.00000,0.00000,"64","64",ST,A,MGS,"20080615",,MD520.00.1,"19941013",JDM,,NB:DM3/FM:223B.SW2,IL,P,"110","25",,"2","103","24000","250"
5172596.19053711,556632.494932553,"65","0",0.00000,0.00000,"65","65",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"70","30",,"1","124","24000","290"
5172602.11576239,558776.17624725,"66","0",0.00000,0.00000,"66","66",ST,A,MGS,"20080615",,MD536.00.1,"19941020",JDM,,NB:DM3/FM:223B.SW2,IM,P,"100","26",,"1","73","24000","260"
5172722.03860933,558407.38612108,"67","0",0.00000,0.00000,"67","67",ST,A,MGS,"20080615",,MD537.00.3,"19941020",JDM,,NB:DM3/FM:223B.SW2,IL,P,"92","37",,"1","103","24000","268"
5172750.94089127,559530.799532325,"68","0",0.00000,0.00000,"68","68",ST,A,MGS,"20080615",,MD514.00.1,"19931102",JDM,,NB:DM3/FM:223B.CC1,IL,P,"100","15",,"1","103","24000","260"
5172762.45117691,558036.518377752,"69","0",0.00000,0.00000,"69","69",ST,A,MGS,"20080615",,DG186.00.1,"19941027",JDM,,NB:DM3/FM:223B.WC1,IL,P,"100","42",,"1","103","24000","260"
5172801.0669053,559702.202741955,"70","0",0.00000,0.00000,"70","70",ST,A,MGS,"20080615",,MD511.01.1,"19931102",JDM,,NB:DM3/FM:223B.CC1,IL,P,"63","15",,"1","103","24000","297"
5172801.19361396,559079.24757405,"71","0",0.00000,0.00000,"71","71",ST,A,MGS,"20080615",,GD120.1,"19920713",JCG,,NB:JGD/FM:223B.WC1,IM,P,"90","22",,"1","73","24000","270"
5172842.66200209,560027.994029876,"72","0",0.00000,0.00000,"72","72",ST,A,MGS,"20080615",,DG119.3,"19920711",JCG,,NB:JGD/FM:223B.WC1,IL,P,"130","14",,"1","103","24000","230"
5172885.31357704,558861.441988582,"73","0",0.00000,0.00000,"73","73",ST,A,MGS,"20080615",,MD526.00.1,"19941013",JDM,,NB:DM3/FM:223B.SW2,IL,P,"105","22",,"1","103","12000","255"
5172940.67819223,558666.448619429,"74","0",0.00000,0.00000,"74","74",ST,A,MGS,"20080615",,DG185.1,"19920713",JCG,,NB:JGD/FM:223B.WC1,IL,P,"85","33",,"1","103","24000","275"
5172969.87486925,559296.171897485,"75","0",0.00000,0.00000,"75","75",ST,A,MGS,"20080615",,MD516.00.1,"19931102",JDM,,NB:DM3/FM:223B.CC1,IL,P,"105","11","4","1","103","24000","255"
5173013.63802519,556157.581153089,"76","0",0.00000,0.00000,"76","76",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"85","10",,"1","124","24000","275"
5173023.36955055,559781.098742401,"77","0",0.00000,0.00000,"77","77",ST,A,MGS,"20080615",,MD510.00.4,"19931102",JDM,,NB:DM3/FM:223B.CC1,IL,P,"100","24",,"1","103","24000","260"
5173083.02334799,555485.359101809,"78","0",0.00000,0.00000,"78","78",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"90","4",,"1","124","24000","270"
5173083.67348764,559982.079476379,"79","0",0.00000,0.00000,"79","79",ST,A,MGS,"20080615",,DG179.00.1,"19950525",JDM,,NB:MD3/FM:223B.CC1,IL,P,"315","24",,"1","103","24000","45"
5173119.89467166,555754.286132573,"80","0",0.00000,0.00000,"80","80",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"88","3",,"1","124","24000","272"
5173136.1745399,559438.231325852,"81","0",0.00000,0.00000,"81","81",ST,A,MGS,"20080615",,MD509.00.1,"19931102",JDM,,NB:DM3/FM:223B.CC1,IM,P,"65","30",,"1","73","24000","295"
5173182.84887859,557394.737575383,"82","0",0.00000,0.00000,"82","82",ST,A,MGS,"20080615",,MD448.01.2,"19930521",JDM,,NB:DM3/FM:223B.WC1,IM,P,"65","37",,"1","73","24000","295"
5173207.11642751,559577.994627112,"83","0",0.00000,0.00000,"83","83",ST,A,MGS,"20080615",,MD508.00.2,"19931102",JDM,,NB:DM3/FM:223B.CC1,IL,P,"68","25",,"1","103","12000","292"
5173213.43539699,558406.389553287,"84","0",0.00000,0.00000,"84","84",ST,A,MGS,"20080615",,MD629.00.1,"19971019",JDM,,NB:MD4/FM:223B.SW2,IM,P,"75","35",,"0","73","24000","285"
5173268.89268127,559904.426728467,"85","0",0.00000,0.00000,"85","85",ST,A,MGS,"20080615",,MD506.00.1,"19931101",JDM,JCG,NB:DM3/FM:223B.CC1,IL,P,"0","15",,"1","103","24000","360"
5173388.24707804,560060.924984985,"86","0",0.00000,0.00000,"86","86",ST,A,MGS,"20080615",,MD506.00.4,"19931101",JDM,JCG,NB:DM3/FM:223B.CC1,IM,P,"355","28",,"1","73","12000","5"
5173441.3959999,559424.190384613,"87","0",0.00000,0.00000,"87","87",ST,A,MGS,"20080615",,GD125,"19920714",JCG,,NB:JG/FM:223B.CC,IL,P,"65","30",,"1","103","24000","295"
5173454.92475728,555994.967581372,"88","0",0.00000,0.00000,"88","88",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"75","15",,"1","124","24000","285"
5173492.34238625,560093.534630543,"89","0",0.00000,0.00000,"89","89",ST,A,MGS,"20080615",,MD507.01.1,"19950525",JDM,,NB:MD3/FM:223B.CC1,IL,P,"335","14","4","1","103","24000","25"
5173507.57555156,559076.226905284,"90","0",0.00000,0.00000,"90","90",ST,A,MGS,"20080615",,MD628.00.2,"19971019",JDM,,NB:MD4/FM:223B.SW2,IL,P,"87","17",,"0","103","24000","273"
5173519.13407505,556738.213069703,"91","0",0.00000,0.00000,"91","91",ST,A,MGS,"20080615",,MD392.00.1,"19921022",JDM,,NB:DM3/FM:224A.NE,IM,P,"78","30","2","1","73","24000","282"
5173559.55441766,559297.009637323,"92","0",0.00000,0.00000,"92","92",ST,A,MGS,"20080615",,MD449.02.2,"19931015",JDM,,NB:DM3/FM:223B.CC1,IL,P,"60","34",,"1","103","24000","300"
5173564.69046877,560293.95837268,"93","0",0.00000,0.00000,"93","93",ST,A,MGS,"20080615",,MD440.00.1,"19950525",JDM,,NB:MD3/FM:223B.CC1,IL,P,"65","20","4","1","103","24000","295"
5173611.34701056,559767.458751766,"94","0",0.00000,0.00000,"94","94",ST,A,MGS,"20080615",,MD504.02.1,"19931101",JDM,JCG,NB:DM3/FM:223B.CC1,IL,P,"305","30",,"1","103","24000","55"
